TransactionID,UserID,CourseID,TeacherID,UserName,Age_x,Gender_x,Email,CourseName,CourseCategory,CourseLevel,CourseRating,TeacherName,Age_y,Gender_y,Expertise,YearsOfExperience,TeacherRating
TR05539,U00586,C0077,T0102,ericamorris,21,Male,albert93@outlook.com,Course_77,Design,Advanced,4.36,Teacher_102,38,Female,Data Science,22,3.61
TR05540,U01728,C0043,T0087,lmclaughlin,33,Female,charlescooley@outlook.com,Course_43,Programming,Advanced,2.65,Teacher_87,58,Female,Marketing,21,3.79
TR05541,U02219,C0139,T0053,benjaminsmith,29,Male,megan60@yahoo.com,Course_139,Design,Beginner,3.69,Teacher_53,38,Male,Design,23,3.97
TR05542,U00535,C0176,T0025,rodriguezryan,23,Male,ffoster@yahoo.com,Course_176,Design,Beginner,4.31,Teacher_25,39,Male,Marketing,29,4.05
TR05543,U02741,C0143,T0062,cameronvictor,18,Male,kimberlywilkins@outlook.com,Course_143,Programming,Beginner,4.09,Teacher_62,48,Male,Business,17,3.2
TR05544,U02156,C0145,T0004,christine62,34,Female,melissa26@hotmail.com,Course_145,Programming,Beginner,3.69,Teacher_4,45,Female,Design,25,3.4
TR05545,U01871,C0182,T0094,danielparks,21,Male,debra91@hotmail.com,Course_182,Programming,Advanced,4.54,Teacher_94,59,Male,Design,29,3.88
TR05546,U02862,C0050,T0094,michelle27,27,Male,vwilson@gmail.com,Course_50,Marketing,Advanced,3.45,Teacher_94,59,Male,Design,29,3.88
TR05547,U01005,C0028,T0013,zshelton,19,Male,eric88@hotmail.com,Course_28,Marketing,Advanced,4.76,Teacher_13,26,Female,Data Science,12,3.46
TR05548,U02500,C0004,T0042,brett07,29,Male,stephaniejohnson@hotmail.com,Course_4,Marketing,Intermediate,3.38,Teacher_42,38,Female,Business,28,3.97
TR05549,U01230,C0022,T0049,dmanning,23,Female,billyhughes@gmail.com,Course_22,Programming,Intermediate,3.74,Teacher_49,42,Female,Marketing,13,3.68
TR05550,U02638,C0119,T0078,uherring,31,Female,markguerrero@hotmail.com,Course_119,Business,Intermediate,3.33,Teacher_78,59,Male,Programming,26,3.94
TR05551,U01040,C0101,T0056,ecook,21,Female,gamblejames@gmail.com,Course_101,Data Science,Beginner,3.22,Teacher_56,32,Female,Design,16,3.49
TR05552,U00327,C0039,T0047,hannahmccoy,31,Female,christopherdelgado@hotmail.com,Course_39,Programming,Beginner,3.87,Teacher_47,28,Female,Data Science,4,3.07
TR05553,U00608,C0034,T0008,adrianconley,31,Male,autumnlee@gmail.com,Course_34,Marketing,Beginner,4.04,Teacher_8,35,Female,Programming,1,2.6
TR05554,U02707,C0097,T0055,ortizjulie,19,Female,dknight@gmail.com,Course_97,Design,Advanced,3.74,Teacher_55,39,Male,Marketing,20,3.76
TR05555,U00002,C0044,T0088,angela22,29,Female,hallrandy@hotmail.com,Course_44,Business,Advanced,3.97,Teacher_88,57,Male,Marketing,1,3.48
TR05556,U01034,C0170,T0018,thomas88,18,Female,michael37@gmail.com,Course_170,Marketing,Beginner,4.49,Teacher_18,57,Male,Programming,2,3.27
TR05557,U02482,C0040,T0035,jenniferharris,35,Male,amyperez@hotmail.com,Course_40,Marketing,Advanced,3.25,Teacher_35,50,Female,Design,22,3.98
TR05558,U00125,C0097,T0089,michelle70,35,Female,simsbruce@yahoo.com,Course_97,Design,Advanced,3.74,Teacher_89,47,Female,Programming,16,3.79
TR05559,U01105,C0140,T0081,brownsusan,27,Male,wbailey@hotmail.com,Course_140,Data Science,Advanced,4.01,Teacher_81,29,Female,Design,2,2.93
TR05560,U02533,C0130,T0032,alan48,18,Female,patrick75@hotmail.com,Course_130,Marketing,Beginner,3.15,Teacher_32,49,Male,Business,10,3.13
TR05561,U02700,C0156,T0120,derrickdudley,18,Female,jacksonperry@outlook.com,Course_156,Programming,Intermediate,4.35,Teacher_120,52,Female,Marketing,4,2.98
TR05562,U01862,C0074,T0024,daniel53,24,Male,uchaney@yahoo.com,Course_74,Business,Advanced,4.88,Teacher_24,40,Male,Design,26,4.04
TR05563,U01174,C0086,T0007,denise08,15,Female,karen98@outlook.com,Course_86,Data Science,Beginner,4.22,Teacher_7,35,Female,Data Science,20,4.1
TR05564,U02848,C0090,T0013,tanya54,23,Male,tiffanymoore@gmail.com,Course_90,Data Science,Beginner,4.31,Teacher_13,26,Female,Data Science,12,3.46
TR05565,U02921,C0067,T0091,martinezsusan,16,Female,danielsteven@outlook.com,Course_67,Programming,Beginner,4.62,Teacher_91,59,Male,Business,7,3.23
TR05566,U00129,C0199,T0112,sabrinawilson,19,Male,alvaradokevin@gmail.com,Course_199,Marketing,Advanced,4.05,Teacher_112,54,Female,Programming,5,2.94
TR05567,U00438,C0200,T0069,eric69,21,Male,angelagreen@gmail.com,Course_200,Data Science,Advanced,3.77,Teacher_69,31,Male,Programming,5,3.19
TR05568,U00751,C0076,T0100,alex00,19,Male,tkane@hotmail.com,Course_76,Data Science,Advanced,4.64,Teacher_100,29,Female,Programming,19,3.75
TR05569,U02549,C0092,T0090,andrewatkins,27,Male,annaroth@gmail.com,Course_92,Data Science,Beginner,3.85,Teacher_90,48,Male,Marketing,29,3.92
TR05570,U01222,C0010,T0042,banksdebra,19,Female,brownchristina@hotmail.com,Course_10,Programming,Beginner,3.44,Teacher_42,38,Female,Business,28,3.97
TR05571,U02259,C0086,T0109,barbaramccoy,32,Female,toddnelson@gmail.com,Course_86,Data Science,Beginner,4.22,Teacher_109,56,Female,Data Science,17,4.0
TR05572,U00902,C0102,T0031,jacobscameron,29,Male,christinapeterson@yahoo.com,Course_102,Business,Beginner,4.3,Teacher_31,28,Male,Business,20,3.77
TR05573,U02093,C0185,T0074,joshua56,18,Male,christopherthompson@yahoo.com,Course_185,Data Science,Intermediate,3.96,Teacher_74,48,Male,Marketing,12,3.3
TR05574,U01303,C0108,T0110,jenniferlawson,23,Female,brent72@outlook.com,Course_108,Programming,Beginner,3.95,Teacher_110,56,Male,Programming,14,3.75
TR05575,U02583,C0165,T0026,benjamin13,33,Male,traceyromero@outlook.com,Course_165,Marketing,Intermediate,3.69,Teacher_26,27,Male,Marketing,22,3.55
TR05576,U01434,C0091,T0086,villanuevatammy,24,Male,scott10@yahoo.com,Course_91,Data Science,Beginner,4.3,Teacher_86,36,Female,Programming,13,3.37
TR05577,U02509,C0192,T0076,robert07,24,Male,greencheryl@hotmail.com,Course_192,Marketing,Beginner,4.53,Teacher_76,41,Female,Design,1,2.86
TR05578,U00391,C0079,T0032,morrisonronald,19,Female,karenhicks@gmail.com,Course_79,Design,Intermediate,3.74,Teacher_32,49,Male,Business,10,3.13
TR05579,U01068,C0086,T0091,amercer,32,Female,annetteshaffer@gmail.com,Course_86,Data Science,Beginner,4.22,Teacher_91,59,Male,Business,7,3.23
TR05580,U00027,C0107,T0097,hunter32,31,Male,ronaldthomas@yahoo.com,Course_107,Data Science,Advanced,4.11,Teacher_97,38,Female,Programming,12,3.56
TR05581,U02842,C0168,T0117,rogerwalter,20,Female,ihamilton@gmail.com,Course_168,Design,Beginner,3.72,Teacher_117,56,Male,Business,16,3.28
TR05582,U00548,C0101,T0052,vanessa32,32,Female,tinamiller@yahoo.com,Course_101,Data Science,Beginner,3.22,Teacher_52,34,Female,Programming,3,3.11
TR05583,U02669,C0108,T0020,yangbrandon,25,Male,hlucas@gmail.com,Course_108,Programming,Beginner,3.95,Teacher_20,46,Male,Design,23,3.4
TR05584,U00567,C0060,T0103,edeleon,20,Male,mendezjonathan@hotmail.com,Course_60,Marketing,Intermediate,3.73,Teacher_103,51,Male,Business,25,3.9
TR05585,U00704,C0048,T0105,veronica98,30,Male,john82@outlook.com,Course_48,Programming,Intermediate,4.56,Teacher_105,39,Female,Data Science,14,3.5
TR05586,U01243,C0117,T0040,brooksjessica,31,Female,jesus73@gmail.com,Course_117,Marketing,Beginner,4.15,Teacher_40,32,Male,Business,8,3.45
TR05587,U00185,C0106,T0059,jwalls,27,Male,carrillomichael@outlook.com,Course_106,Design,Beginner,4.85,Teacher_59,45,Female,Programming,28,3.69
TR05588,U01591,C0147,T0077,robert84,32,Female,davisconnie@gmail.com,Course_147,Data Science,Advanced,3.54,Teacher_77,32,Male,Business,26,3.62
TR05589,U01914,C0200,T0014,ryanadkins,32,Female,christopher63@gmail.com,Course_200,Data Science,Advanced,3.77,Teacher_14,48,Female,Data Science,19,3.45
TR05590,U00848,C0033,T0044,wlindsey,28,Male,alan56@hotmail.com,Course_33,Business,Advanced,4.41,Teacher_44,28,Female,Marketing,12,3.22
TR05591,U00599,C0044,T0104,kristinharrison,33,Male,joseph09@yahoo.com,Course_44,Business,Advanced,3.97,Teacher_104,33,Male,Data Science,29,3.97
TR05592,U00806,C0165,T0117,hollowaybrian,27,Male,hardyann@hotmail.com,Course_165,Marketing,Intermediate,3.69,Teacher_117,56,Male,Business,16,3.28
TR05593,U01358,C0112,T0086,annalester,31,Male,vcherry@gmail.com,Course_112,Design,Beginner,4.55,Teacher_86,36,Female,Programming,13,3.37
TR05594,U02127,C0089,T0082,kelleyeric,21,Female,barberwilliam@outlook.com,Course_89,Design,Advanced,3.46,Teacher_82,52,Male,Marketing,22,3.8
TR05595,U02627,C0036,T0048,sarah95,26,Female,vargaskimberly@hotmail.com,Course_36,Programming,Advanced,3.35,Teacher_48,53,Female,Business,6,3.53
TR05596,U01879,C0081,T0093,davidkemp,32,Female,jeffrey17@outlook.com,Course_81,Business,Intermediate,3.39,Teacher_93,51,Male,Programming,22,3.73
TR05597,U02461,C0088,T0043,krystal97,15,Female,beckerrussell@hotmail.com,Course_88,Business,Beginner,4.58,Teacher_43,41,Female,Programming,12,3.78
TR05598,U00546,C0149,T0016,nathanstevenson,25,Male,pfields@outlook.com,Course_149,Programming,Intermediate,3.51,Teacher_16,26,Female,Design,15,3.38
TR05599,U01633,C0130,T0110,randy38,34,Male,asimmons@hotmail.com,Course_130,Marketing,Beginner,3.15,Teacher_110,56,Male,Programming,14,3.75
TR05600,U02217,C0031,T0035,williamsmichael,21,Male,ygarcia@hotmail.com,Course_31,Data Science,Intermediate,3.49,Teacher_35,50,Female,Design,22,3.98
TR05601,U02729,C0108,T0053,thomasbutler,20,Male,jennifer91@outlook.com,Course_108,Programming,Beginner,3.95,Teacher_53,38,Male,Design,23,3.97
TR05602,U02631,C0030,T0034,sandrawood,23,Male,brad59@yahoo.com,Course_30,Programming,Intermediate,3.79,Teacher_34,33,Female,Programming,15,3.59
TR05603,U02563,C0172,T0003,josephpatton,27,Male,cheyenneyoung@hotmail.com,Course_172,Business,Beginner,3.21,Teacher_3,32,Male,Design,7,3.72
TR05604,U02080,C0012,T0068,obrandt,33,Male,patrick16@gmail.com,Course_12,Design,Intermediate,4.06,Teacher_68,49,Male,Marketing,26,3.6
TR05605,U02335,C0051,T0118,bbean,25,Female,rfloyd@gmail.com,Course_51,Business,Intermediate,5.0,Teacher_118,31,Female,Data Science,21,3.52
TR05606,U02642,C0121,T0005,kleinamanda,33,Male,hpeck@hotmail.com,Course_121,Business,Beginner,4.09,Teacher_5,43,Male,Programming,4,3.0
TR05607,U01927,C0177,T0010,psummers,27,Female,qholden@outlook.com,Course_177,Marketing,Intermediate,4.09,Teacher_10,48,Female,Design,14,3.47
TR05608,U00617,C0152,T0052,bradyolivia,18,Female,glennhill@outlook.com,Course_152,Business,Advanced,5.0,Teacher_52,34,Female,Programming,3,3.11
TR05609,U02318,C0152,T0029,kaylaedwards,24,Female,bryan70@gmail.com,Course_152,Business,Advanced,5.0,Teacher_29,33,Female,Programming,22,3.56
TR05610,U01204,C0188,T0096,johnny06,17,Female,whiteautumn@gmail.com,Course_188,Data Science,Advanced,4.1,Teacher_96,59,Female,Marketing,3,2.85
TR05611,U01760,C0139,T0031,eric06,19,Male,smoreno@gmail.com,Course_139,Design,Beginner,3.69,Teacher_31,28,Male,Business,20,3.77
TR05612,U02566,C0013,T0066,stevenbennett,30,Female,hayesbradley@outlook.com,Course_13,Marketing,Intermediate,4.05,Teacher_66,39,Female,Business,26,4.06
TR05613,U02631,C0091,T0076,sandrawood,23,Male,brad59@yahoo.com,Course_91,Data Science,Beginner,4.3,Teacher_76,41,Female,Design,1,2.86
TR05614,U00226,C0200,T0091,marioperez,34,Female,jdougherty@hotmail.com,Course_200,Data Science,Advanced,3.77,Teacher_91,59,Male,Business,7,3.23
TR05615,U00670,C0074,T0069,david51,17,Male,nathan64@gmail.com,Course_74,Business,Advanced,4.88,Teacher_69,31,Male,Programming,5,3.19
TR05616,U01764,C0200,T0037,cowanaustin,30,Male,gomezjennifer@hotmail.com,Course_200,Data Science,Advanced,3.77,Teacher_37,44,Male,Programming,28,3.68
TR05617,U00917,C0192,T0027,tylersheppard,28,Female,webbheather@hotmail.com,Course_192,Marketing,Beginner,4.53,Teacher_27,31,Female,Business,26,3.8
TR05618,U02174,C0020,T0087,hornanthony,17,Female,ariasjessica@gmail.com,Course_20,Business,Beginner,4.67,Teacher_87,58,Female,Marketing,21,3.79
TR05619,U02122,C0072,T0033,millerjocelyn,32,Female,randolphgina@outlook.com,Course_72,Data Science,Intermediate,3.61,Teacher_33,38,Male,Design,6,3.47
TR05620,U01215,C0073,T0068,jessicaboyer,15,Female,wpatel@outlook.com,Course_73,Data Science,Advanced,3.44,Teacher_68,49,Male,Marketing,26,3.6
TR05621,U01706,C0071,T0059,zcarter,17,Female,wallacejoseph@hotmail.com,Course_71,Data Science,Beginner,3.3,Teacher_59,45,Female,Programming,28,3.69
TR05622,U01843,C0078,T0064,tiffany83,19,Female,jonathancarson@hotmail.com,Course_78,Programming,Beginner,3.44,Teacher_64,49,Male,Business,19,3.87
TR05623,U01984,C0028,T0085,adamlewis,15,Female,melissa46@hotmail.com,Course_28,Marketing,Advanced,4.76,Teacher_85,32,Female,Design,8,3.05
TR05624,U00056,C0130,T0088,vcrawford,22,Female,markfinley@gmail.com,Course_130,Marketing,Beginner,3.15,Teacher_88,57,Male,Marketing,1,3.48
TR05625,U00720,C0121,T0044,coleashley,17,Female,briggsgrant@hotmail.com,Course_121,Business,Beginner,4.09,Teacher_44,28,Female,Marketing,12,3.22
TR05626,U02601,C0043,T0095,cabreradevin,19,Female,reiddaniel@hotmail.com,Course_43,Programming,Advanced,2.65,Teacher_95,25,Male,Marketing,23,3.86
TR05627,U02080,C0008,T0108,obrandt,33,Male,patrick16@gmail.com,Course_8,Programming,Intermediate,3.97,Teacher_108,37,Male,Data Science,15,3.65
TR05628,U00574,C0013,T0112,thomas63,33,Female,rebecca64@yahoo.com,Course_13,Marketing,Intermediate,4.05,Teacher_112,54,Female,Programming,5,2.94
TR05629,U00667,C0111,T0088,oconnorjennifer,18,Female,emily56@gmail.com,Course_111,Design,Advanced,3.98,Teacher_88,57,Male,Marketing,1,3.48
TR05630,U00284,C0035,T0049,gallaghergregory,30,Male,emily63@hotmail.com,Course_35,Data Science,Advanced,3.36,Teacher_49,42,Female,Marketing,13,3.68
TR05631,U01745,C0023,T0053,jasonwatts,21,Female,wvilla@yahoo.com,Course_23,Data Science,Beginner,3.51,Teacher_53,38,Male,Design,23,3.97
TR05632,U02235,C0046,T0074,micheal11,15,Female,melissa00@gmail.com,Course_46,Marketing,Intermediate,4.35,Teacher_74,48,Male,Marketing,12,3.3
TR05633,U00498,C0015,T0049,sheri69,20,Female,omassey@hotmail.com,Course_15,Marketing,Advanced,4.24,Teacher_49,42,Female,Marketing,13,3.68
TR05634,U01466,C0130,T0113,williamluna,22,Male,mcmahonphillip@outlook.com,Course_130,Marketing,Beginner,3.15,Teacher_113,47,Male,Business,12,3.66
TR05635,U00130,C0061,T0114,eherring,17,Male,joshua83@yahoo.com,Course_61,Programming,Intermediate,3.64,Teacher_114,39,Male,Marketing,16,3.59
TR05636,U00639,C0115,T0066,wscott,33,Female,joshuaharrell@hotmail.com,Course_115,Marketing,Advanced,3.82,Teacher_66,39,Female,Business,26,4.06
TR05637,U02162,C0064,T0095,tsims,25,Male,dcobb@yahoo.com,Course_64,Marketing,Beginner,4.75,Teacher_95,25,Male,Marketing,23,3.86
TR05638,U02061,C0052,T0063,cohenbeth,25,Female,blake71@outlook.com,Course_52,Marketing,Beginner,4.03,Teacher_63,50,Male,Marketing,24,4.15
TR05639,U02492,C0164,T0025,courtneytyler,19,Male,brandynorris@hotmail.com,Course_164,Business,Beginner,4.89,Teacher_25,39,Male,Marketing,29,4.05
TR05640,U02495,C0195,T0004,bdavis,28,Male,natalie97@gmail.com,Course_195,Design,Advanced,4.01,Teacher_4,45,Female,Design,25,3.4
TR05641,U00986,C0069,T0051,crystalharris,25,Male,davidmartin@outlook.com,Course_69,Data Science,Intermediate,3.83,Teacher_51,58,Male,Design,15,3.89
TR05642,U00993,C0067,T0011,jamesarnold,17,Male,crystalblankenship@outlook.com,Course_67,Programming,Beginner,4.62,Teacher_11,27,Female,Programming,16,3.24
TR05643,U02763,C0175,T0017,hartemily,28,Male,kristen62@gmail.com,Course_175,Business,Advanced,3.96,Teacher_17,45,Female,Data Science,28,3.97
TR05644,U02122,C0083,T0108,millerjocelyn,32,Female,randolphgina@outlook.com,Course_83,Programming,Advanced,3.88,Teacher_108,37,Male,Data Science,15,3.65
TR05645,U02585,C0002,T0066,ashields,32,Male,weaverkatherine@outlook.com,Course_2,Design,Advanced,4.94,Teacher_66,39,Female,Business,26,4.06
TR05646,U00101,C0172,T0070,rosejames,15,Female,wilcoxrita@yahoo.com,Course_172,Business,Beginner,3.21,Teacher_70,33,Female,Design,26,3.66
TR05647,U02224,C0192,T0073,mbowman,18,Female,jamieclark@hotmail.com,Course_192,Marketing,Beginner,4.53,Teacher_73,32,Female,Design,9,3.05
TR05648,U00427,C0078,T0069,bernardsexton,29,Female,rjenkins@yahoo.com,Course_78,Programming,Beginner,3.44,Teacher_69,31,Male,Programming,5,3.19
TR05649,U00041,C0028,T0084,april65,19,Female,imccarthy@yahoo.com,Course_28,Marketing,Advanced,4.76,Teacher_84,33,Female,Business,25,3.41
TR05650,U00429,C0054,T0029,bmckay,23,Female,anthony19@outlook.com,Course_54,Marketing,Advanced,3.99,Teacher_29,33,Female,Programming,22,3.56
TR05651,U00344,C0067,T0085,jennifernorris,17,Male,hornejohn@yahoo.com,Course_67,Programming,Beginner,4.62,Teacher_85,32,Female,Design,8,3.05
TR05652,U00366,C0164,T0073,gerald45,28,Male,lewisanthony@hotmail.com,Course_164,Business,Beginner,4.89,Teacher_73,32,Female,Design,9,3.05
TR05653,U00609,C0102,T0092,marissa45,33,Female,colin68@hotmail.com,Course_102,Business,Beginner,4.3,Teacher_92,46,Female,Design,5,2.87
TR05654,U02705,C0120,T0119,mburns,31,Male,charlotterussell@gmail.com,Course_120,Business,Advanced,4.37,Teacher_119,46,Male,Programming,7,2.6
TR05655,U00728,C0191,T0072,teresa67,17,Male,christopher71@hotmail.com,Course_191,Programming,Advanced,3.46,Teacher_72,25,Female,Marketing,23,3.72
TR05656,U02277,C0153,T0095,ljones,28,Male,kenneth59@gmail.com,Course_153,Programming,Advanced,4.25,Teacher_95,25,Male,Marketing,23,3.86
TR05657,U00825,C0048,T0020,odavis,26,Male,richard58@gmail.com,Course_48,Programming,Intermediate,4.56,Teacher_20,46,Male,Design,23,3.4
TR05658,U01376,C0167,T0027,gregory21,28,Male,cody90@hotmail.com,Course_167,Data Science,Advanced,4.35,Teacher_27,31,Female,Business,26,3.8
TR05659,U00889,C0047,T0008,robbinscatherine,31,Female,glopez@gmail.com,Course_47,Design,Beginner,4.92,Teacher_8,35,Female,Programming,1,2.6
TR05660,U02044,C0021,T0118,marilynglover,24,Female,james43@gmail.com,Course_21,Marketing,Beginner,4.8,Teacher_118,31,Female,Data Science,21,3.52
TR05661,U01342,C0158,T0085,amorgan,25,Male,ambercraig@yahoo.com,Course_158,Marketing,Advanced,4.06,Teacher_85,32,Female,Design,8,3.05
TR05662,U02884,C0092,T0061,vkent,31,Female,charlesalvarez@gmail.com,Course_92,Data Science,Beginner,3.85,Teacher_61,42,Female,Business,19,3.33
TR05663,U01297,C0159,T0028,smallchristian,27,Male,melissa79@yahoo.com,Course_159,Programming,Advanced,5.0,Teacher_28,45,Male,Programming,26,3.72
TR05664,U00117,C0121,T0087,kristin26,19,Female,megan10@gmail.com,Course_121,Business,Beginner,4.09,Teacher_87,58,Female,Marketing,21,3.79
TR05665,U02866,C0116,T0070,tommydelgado,20,Male,csmith@hotmail.com,Course_116,Data Science,Beginner,3.97,Teacher_70,33,Female,Design,26,3.66
TR05666,U02416,C0154,T0003,jessica99,24,Female,allenrodriguez@yahoo.com,Course_154,Data Science,Advanced,4.09,Teacher_3,32,Male,Design,7,3.72
TR05667,U01118,C0150,T0069,elliottjoseph,31,Male,davidtaylor@outlook.com,Course_150,Data Science,Intermediate,4.53,Teacher_69,31,Male,Programming,5,3.19
TR05668,U00168,C0149,T0073,gillespiekimberly,24,Female,michael38@outlook.com,Course_149,Programming,Intermediate,3.51,Teacher_73,32,Female,Design,9,3.05
TR05669,U01739,C0001,T0007,mauriceponce,19,Male,apalmer@hotmail.com,Course_1,Data Science,Advanced,4.21,Teacher_7,35,Female,Data Science,20,4.1
TR05670,U01365,C0165,T0060,thull,25,Male,meganwalters@yahoo.com,Course_165,Marketing,Intermediate,3.69,Teacher_60,40,Male,Design,10,3.96
TR05671,U02709,C0077,T0004,ginareeves,19,Female,natasha95@yahoo.com,Course_77,Design,Advanced,4.36,Teacher_4,45,Female,Design,25,3.4
TR05672,U00695,C0085,T0103,escobardaniel,31,Female,michaelwilliams@yahoo.com,Course_85,Marketing,Intermediate,4.36,Teacher_103,51,Male,Business,25,3.9
TR05673,U00925,C0046,T0005,tjackson,31,Male,mmendoza@yahoo.com,Course_46,Marketing,Intermediate,4.35,Teacher_5,43,Male,Programming,4,3.0
TR05674,U00152,C0137,T0011,hhill,19,Female,keith03@outlook.com,Course_137,Marketing,Beginner,3.08,Teacher_11,27,Female,Programming,16,3.24
TR05675,U00586,C0145,T0015,ericamorris,21,Male,albert93@outlook.com,Course_145,Programming,Beginner,3.69,Teacher_15,54,Male,Business,23,3.79
TR05676,U00913,C0047,T0064,boyerjoseph,35,Female,michaeladams@hotmail.com,Course_47,Design,Beginner,4.92,Teacher_64,49,Male,Business,19,3.87
TR05677,U02322,C0059,T0098,alexander51,28,Female,alex67@gmail.com,Course_59,Programming,Beginner,3.98,Teacher_98,27,Male,Business,26,4.33
TR05678,U01578,C0054,T0013,talvarado,26,Male,valdezshannon@hotmail.com,Course_54,Marketing,Advanced,3.99,Teacher_13,26,Female,Data Science,12,3.46
TR05679,U00496,C0086,T0118,clarktonya,29,Female,kristine00@hotmail.com,Course_86,Data Science,Beginner,4.22,Teacher_118,31,Female,Data Science,21,3.52
TR05680,U02149,C0012,T0112,yking,21,Female,davisjulie@outlook.com,Course_12,Design,Intermediate,4.06,Teacher_112,54,Female,Programming,5,2.94
TR05681,U00557,C0192,T0007,kross,31,Male,carolyn55@gmail.com,Course_192,Marketing,Beginner,4.53,Teacher_7,35,Female,Data Science,20,4.1
TR05682,U01106,C0006,T0104,johnsjulie,31,Male,christopherbrown@outlook.com,Course_6,Design,Beginner,4.75,Teacher_104,33,Male,Data Science,29,3.97
TR05683,U01553,C0053,T0006,melinda52,27,Male,dflynn@hotmail.com,Course_53,Marketing,Intermediate,4.01,Teacher_6,47,Male,Programming,13,3.47
TR05684,U02121,C0144,T0056,pinedaamanda,16,Female,michelle69@hotmail.com,Course_144,Marketing,Beginner,3.62,Teacher_56,32,Female,Design,16,3.49
TR05685,U00157,C0090,T0064,derek60,32,Female,dhall@hotmail.com,Course_90,Data Science,Beginner,4.31,Teacher_64,49,Male,Business,19,3.87
TR05686,U00735,C0005,T0103,brian79,17,Male,mejiaveronica@gmail.com,Course_5,Programming,Advanced,3.11,Teacher_103,51,Male,Business,25,3.9
TR05687,U02180,C0073,T0050,mhuerta,31,Female,turneralexandra@gmail.com,Course_73,Data Science,Advanced,3.44,Teacher_50,50,Female,Programming,20,3.91
TR05688,U01428,C0174,T0030,robertsonjennifer,35,Female,bryantrachel@hotmail.com,Course_174,Business,Advanced,3.88,Teacher_30,42,Male,Business,17,3.82
TR05689,U00559,C0014,T0022,jonathanmendoza,20,Male,mark39@gmail.com,Course_14,Design,Advanced,4.36,Teacher_22,51,Female,Data Science,19,3.05
TR05690,U02155,C0172,T0025,antonio50,16,Female,mariahamilton@gmail.com,Course_172,Business,Beginner,3.21,Teacher_25,39,Male,Marketing,29,4.05
TR05691,U02313,C0191,T0028,fmccullough,24,Female,greerlindsay@gmail.com,Course_191,Programming,Advanced,3.46,Teacher_28,45,Male,Programming,26,3.72
TR05692,U00155,C0106,T0118,browningstephanie,27,Male,cindy51@gmail.com,Course_106,Design,Beginner,4.85,Teacher_118,31,Female,Data Science,21,3.52
TR05693,U00997,C0052,T0084,vmyers,34,Female,edwardbarrera@outlook.com,Course_52,Marketing,Beginner,4.03,Teacher_84,33,Female,Business,25,3.41
TR05694,U02295,C0116,T0039,karen59,33,Male,bishopjohn@yahoo.com,Course_116,Data Science,Beginner,3.97,Teacher_39,31,Male,Design,1,3.26
TR05695,U00531,C0026,T0067,hannahking,24,Male,william89@outlook.com,Course_26,Business,Advanced,4.55,Teacher_67,25,Male,Data Science,23,3.76
TR05696,U02906,C0053,T0005,angelalane,24,Male,yluna@gmail.com,Course_53,Marketing,Intermediate,4.01,Teacher_5,43,Male,Programming,4,3.0
TR05697,U01972,C0109,T0065,jennifer19,18,Male,mollybaker@outlook.com,Course_109,Data Science,Intermediate,3.73,Teacher_65,53,Male,Business,28,4.12
TR05698,U02586,C0029,T0015,kbaker,23,Male,meganshea@hotmail.com,Course_29,Programming,Intermediate,3.92,Teacher_15,54,Male,Business,23,3.79
TR05699,U00729,C0019,T0090,vsmith,30,Male,william39@yahoo.com,Course_19,Data Science,Beginner,4.94,Teacher_90,48,Male,Marketing,29,3.92
TR05700,U01178,C0047,T0067,michaelholden,21,Female,patriciaallen@yahoo.com,Course_47,Design,Beginner,4.92,Teacher_67,25,Male,Data Science,23,3.76
TR05701,U00154,C0136,T0040,jessicabailey,29,Male,colleen99@outlook.com,Course_136,Marketing,Advanced,4.51,Teacher_40,32,Male,Business,8,3.45
TR05702,U00092,C0023,T0105,carl44,31,Male,sabrina47@yahoo.com,Course_23,Data Science,Beginner,3.51,Teacher_105,39,Female,Data Science,14,3.5
TR05703,U02386,C0117,T0111,anna29,35,Male,smithkim@hotmail.com,Course_117,Marketing,Beginner,4.15,Teacher_111,28,Female,Programming,20,4.31
TR05704,U01504,C0106,T0106,qblack,31,Male,christophermartin@outlook.com,Course_106,Design,Beginner,4.85,Teacher_106,39,Female,Business,28,3.7
TR05705,U01717,C0163,T0098,heather15,20,Male,calebflores@hotmail.com,Course_163,Programming,Beginner,3.98,Teacher_98,27,Male,Business,26,4.33
TR05706,U02498,C0053,T0116,dylan64,20,Female,qcollins@hotmail.com,Course_53,Marketing,Intermediate,4.01,Teacher_116,37,Female,Data Science,26,3.62
TR05707,U02017,C0096,T0069,kimberlygriffin,22,Female,brittany31@gmail.com,Course_96,Data Science,Intermediate,3.91,Teacher_69,31,Male,Programming,5,3.19
TR05708,U02858,C0186,T0095,randywilliams,16,Female,aguilartheresa@gmail.com,Course_186,Programming,Intermediate,3.17,Teacher_95,25,Male,Marketing,23,3.86
TR05709,U00787,C0005,T0115,alexisjones,29,Female,nwatts@outlook.com,Course_5,Programming,Advanced,3.11,Teacher_115,53,Female,Data Science,26,4.52
TR05710,U00273,C0016,T0077,wattsphilip,25,Female,jessicabrown@hotmail.com,Course_16,Marketing,Beginner,4.11,Teacher_77,32,Male,Business,26,3.62
TR05711,U02028,C0017,T0043,mariejohnson,35,Female,markjacobs@gmail.com,Course_17,Business,Intermediate,3.6,Teacher_43,41,Female,Programming,12,3.78
